timestamp,total_transfer_vol_within_exchanges_btc_all_exchanges
2012-11-20T00:00:00Z,18.50576782
2012-11-21T00:00:00Z,41.09456313
2012-11-22T00:00:00Z,129.1838645
2012-11-23T00:00:00Z,191.1689335
2012-11-24T00:00:00Z,137.6865578
2012-11-25T00:00:00Z,8.86671925
2012-11-26T00:00:00Z,266.5375561
2012-11-27T00:00:00Z,169.9403778
2012-11-28T00:00:00Z,25.62437243
2012-11-29T00:00:00Z,118.1199483
2012-11-30T00:00:00Z,390.7773884
2012-12-01T00:00:00Z,10.39897231
2012-12-02T00:00:00Z,28.49004139
2012-12-03T00:00:00Z,37.32027109
2012-12-04T00:00:00Z,229.5199133
2012-12-05T00:00:00Z,1215.427113
2012-12-06T00:00:00Z,129.6368054
2012-12-07T00:00:00Z,1437.745383
2012-12-08T00:00:00Z,14.0036701
2012-12-09T00:00:00Z,48.17676098
2012-12-10T00:00:00Z,71.68681501
2012-12-11T00:00:00Z,189.1998387
2012-12-12T00:00:00Z,170.5057114
2012-12-13T00:00:00Z,102.2605161
2012-12-14T00:00:00Z,156.5255651
2012-12-15T00:00:00Z,19.89454079
2012-12-16T00:00:00Z,18.82884508
2012-12-17T00:00:00Z,482.8508193
2012-12-18T00:00:00Z,1195.619747
2012-12-19T00:00:00Z,1426.650734
2012-12-20T00:00:00Z,293.1260104
2012-12-21T00:00:00Z,341.3149061
2012-12-22T00:00:00Z,127.4264547
2012-12-23T00:00:00Z,84.82418565
2012-12-24T00:00:00Z,134.0593325
2012-12-25T00:00:00Z,32.37247924
2012-12-26T00:00:00Z,247.1598719
2012-12-27T00:00:00Z,97.84952304
2012-12-28T00:00:00Z,279.0973064
2012-12-29T00:00:00Z,34.9062139
2012-12-30T00:00:00Z,47.70991267
2012-12-31T00:00:00Z,387.1696014
2013-01-01T00:00:00Z,135.3582441
2013-01-02T00:00:00Z,98.41356376
2013-01-03T00:00:00Z,913.9821942
2013-01-04T00:00:00Z,722.4830856
2013-01-05T00:00:00Z,89.1249146
2013-01-06T00:00:00Z,3.34369501
2013-01-07T00:00:00Z,10.74718919
2013-01-08T00:00:00Z,7.91633849
2013-01-09T00:00:00Z,20.8179757
2013-01-10T00:00:00Z,12.78599684
2013-01-11T00:00:00Z,319.065744
2013-01-12T00:00:00Z,501.4564787
2013-01-13T00:00:00Z,97.02524705
2013-01-14T00:00:00Z,49.29282159
2013-01-15T00:00:00Z,810.2364284
2013-01-16T00:00:00Z,263.1517672
2013-01-17T00:00:00Z,381.173059
2013-01-18T00:00:00Z,322.7730962
2013-01-19T00:00:00Z,43.4143565
2013-01-20T00:00:00Z,93.89989908
2013-01-21T00:00:00Z,100.5506848
2013-01-22T00:00:00Z,399.1406167
2013-01-23T00:00:00Z,872.7957783
2013-01-24T00:00:00Z,170.9674317
2013-01-25T00:00:00Z,92.36403061
2013-01-26T00:00:00Z,81.99584325
2013-01-27T00:00:00Z,1039.638986
2013-01-28T00:00:00Z,37.79793064
2013-01-29T00:00:00Z,1222.94898
2013-01-30T00:00:00Z,68.72527107
2013-01-31T00:00:00Z,136.0479192
2013-02-01T00:00:00Z,468.7254369
2013-02-02T00:00:00Z,293.0087303
2013-02-03T00:00:00Z,462.899797
2013-02-04T00:00:00Z,13.58589045
2013-02-05T00:00:00Z,437.3501506
2013-02-06T00:00:00Z,74.13330678
2013-02-07T00:00:00Z,665.7983941
2013-02-08T00:00:00Z,161.6992873
2013-02-09T00:00:00Z,628.7499486
2013-02-10T00:00:00Z,508.0471108
2013-02-11T00:00:00Z,512.6922157
2013-02-12T00:00:00Z,442.2810052
2013-02-13T00:00:00Z,219.006726
2013-02-14T00:00:00Z,2228.946835
2013-02-15T00:00:00Z,147.9225588
2013-02-16T00:00:00Z,428.1736513
2013-02-17T00:00:00Z,48.55530729
2013-02-18T00:00:00Z,109.8692686
2013-02-19T00:00:00Z,665.6445988
2013-02-20T00:00:00Z,60.77903188
2013-02-21T00:00:00Z,715.2266897
2013-02-22T00:00:00Z,542.5936176
2013-02-23T00:00:00Z,503.3458157
2013-02-24T00:00:00Z,297.3978567
2013-02-25T00:00:00Z,290.8736978
2013-02-26T00:00:00Z,575.4940339
2013-02-27T00:00:00Z,711.2565063
2013-02-28T00:00:00Z,322.1860137
2013-03-01T00:00:00Z,204.5193336
2013-03-02T00:00:00Z,45.07689403
2013-03-03T00:00:00Z,507.8465552
2013-03-04T00:00:00Z,231.674089
2013-03-05T00:00:00Z,733.134565
2013-03-06T00:00:00Z,438.4156153
2013-03-07T00:00:00Z,452.1155943
2013-03-08T00:00:00Z,1525.585413
2013-03-09T00:00:00Z,295.661064
2013-03-10T00:00:00Z,695.8315137
2013-03-11T00:00:00Z,1313.694968
2013-03-12T00:00:00Z,669.9352962
2013-03-13T00:00:00Z,232.1769182
2013-03-14T00:00:00Z,220.3473702
2013-03-15T00:00:00Z,361.9869254
2013-03-16T00:00:00Z,76.06709179
2013-03-17T00:00:00Z,165.4833485
2013-03-18T00:00:00Z,150.5102853
2013-03-19T00:00:00Z,281.4123387
