timestamp,addr_with_balance_0_1_num
2009-01-03T00:00:00Z,1
2009-01-04T00:00:00Z,1
2009-01-05T00:00:00Z,1
2009-01-06T00:00:00Z,1
2009-01-07T00:00:00Z,1
2009-01-08T00:00:00Z,1
2009-01-09T00:00:00Z,15
2009-01-10T00:00:00Z,76
2009-01-11T00:00:00Z,169
2009-01-12T00:00:00Z,268
2009-01-13T00:00:00Z,391
2009-01-14T00:00:00Z,518
2009-01-15T00:00:00Z,643
2009-01-16T00:00:00Z,749
2009-01-17T00:00:00Z,858
2009-01-18T00:00:00Z,963
2009-01-19T00:00:00Z,1063
2009-01-20T00:00:00Z,1170
2009-01-21T00:00:00Z,1271
2009-01-22T00:00:00Z,1352
2009-01-23T00:00:00Z,1428
2009-01-24T00:00:00Z,1620
2009-01-25T00:00:00Z,1811
2009-01-26T00:00:00Z,1887
2009-01-27T00:00:00Z,1982
2009-01-28T00:00:00Z,2094
2009-01-29T00:00:00Z,2203
2009-01-30T00:00:00Z,2320
2009-01-31T00:00:00Z,2439
2009-02-01T00:00:00Z,2551
2009-02-02T00:00:00Z,2679
2009-02-03T00:00:00Z,2820
2009-02-04T00:00:00Z,2939
2009-02-05T00:00:00Z,3065
2009-02-06T00:00:00Z,3187
2009-02-07T00:00:00Z,3297
2009-02-08T00:00:00Z,3429
2009-02-09T00:00:00Z,3519
2009-02-10T00:00:00Z,3639
2009-02-11T00:00:00Z,3763
2009-02-12T00:00:00Z,3882
2009-02-13T00:00:00Z,4006
2009-02-14T00:00:00Z,4142
2009-02-15T00:00:00Z,4260
2009-02-16T00:00:00Z,4352
2009-02-17T00:00:00Z,4469
2009-02-18T00:00:00Z,4587
2009-02-19T00:00:00Z,4695
2009-02-20T00:00:00Z,4817
2009-02-21T00:00:00Z,4931
2009-02-22T00:00:00Z,5045
2009-02-23T00:00:00Z,5153
2009-02-24T00:00:00Z,5259
2009-02-25T00:00:00Z,5364
2009-02-26T00:00:00Z,5471
2009-02-27T00:00:00Z,5550
2009-02-28T00:00:00Z,5642
2009-03-01T00:00:00Z,5747
2009-03-02T00:00:00Z,5855
2009-03-03T00:00:00Z,5952
2009-03-04T00:00:00Z,6032
2009-03-05T00:00:00Z,6136
2009-03-06T00:00:00Z,6253
2009-03-07T00:00:00Z,6362
2009-03-08T00:00:00Z,6453
2009-03-09T00:00:00Z,6561
2009-03-10T00:00:00Z,6668
2009-03-11T00:00:00Z,6782
2009-03-12T00:00:00Z,6898
2009-03-13T00:00:00Z,6998
2009-03-14T00:00:00Z,7108
2009-03-15T00:00:00Z,7231
2009-03-16T00:00:00Z,7304
2009-03-17T00:00:00Z,7418
2009-03-18T00:00:00Z,7518
2009-03-19T00:00:00Z,7640
2009-03-20T00:00:00Z,7746
2009-03-21T00:00:00Z,7796
2009-03-22T00:00:00Z,7904
2009-03-23T00:00:00Z,8034
2009-03-24T00:00:00Z,8139
2009-03-25T00:00:00Z,8256
2009-03-26T00:00:00Z,8345
2009-03-27T00:00:00Z,8451
2009-03-28T00:00:00Z,8550
2009-03-29T00:00:00Z,8666
2009-03-30T00:00:00Z,8786
2009-03-31T00:00:00Z,8864
2009-04-01T00:00:00Z,8978
2009-04-02T00:00:00Z,9093
2009-04-03T00:00:00Z,9209
2009-04-04T00:00:00Z,9322
2009-04-05T00:00:00Z,9435
2009-04-06T00:00:00Z,9544
2009-04-07T00:00:00Z,9644
2009-04-08T00:00:00Z,9749
2009-04-09T00:00:00Z,9848
2009-04-10T00:00:00Z,9956
2009-04-11T00:00:00Z,10070
2009-04-12T00:00:00Z,10181
2009-04-13T00:00:00Z,10297
2009-04-14T00:00:00Z,10421
2009-04-15T00:00:00Z,10534
2009-04-16T00:00:00Z,10657
2009-04-17T00:00:00Z,10769
2009-04-18T00:00:00Z,10895
2009-04-19T00:00:00Z,11006
2009-04-20T00:00:00Z,11011
2009-04-21T00:00:00Z,11134
2009-04-22T00:00:00Z,11255
2009-04-23T00:00:00Z,11330
2009-04-24T00:00:00Z,11445
2009-04-25T00:00:00Z,11563
2009-04-26T00:00:00Z,11660
2009-04-27T00:00:00Z,11764
2009-04-28T00:00:00Z,11881
2009-04-29T00:00:00Z,11989
2009-04-30T00:00:00Z,12120
2009-05-01T00:00:00Z,12241
2009-05-02T00:00:00Z,12355
2009-05-03T00:00:00Z,12462
2009-05-04T00:00:00Z,12560
2009-05-05T00:00:00Z,12685
2009-05-06T00:00:00Z,12820
2009-05-07T00:00:00Z,12942
2009-05-08T00:00:00Z,13049
2009-05-09T00:00:00Z,13127
2009-05-10T00:00:00Z,13212
2009-05-11T00:00:00Z,13332
2009-05-12T00:00:00Z,13462
2009-05-13T00:00:00Z,13573
2009-05-14T00:00:00Z,13710
2009-05-15T00:00:00Z,13836
2009-05-16T00:00:00Z,13955
2009-05-17T00:00:00Z,14082
2009-05-18T00:00:00Z,14200
2009-05-19T00:00:00Z,14286
2009-05-20T00:00:00Z,14406
2009-05-21T00:00:00Z,14488
2009-05-22T00:00:00Z,14549
2009-05-23T00:00:00Z,14581
2009-05-24T00:00:00Z,14681
2009-05-25T00:00:00Z,14790
2009-05-26T00:00:00Z,14915
2009-05-27T00:00:00Z,15034
2009-05-28T00:00:00Z,15129
2009-05-29T00:00:00Z,15175
2009-05-30T00:00:00Z,15284
2009-05-31T00:00:00Z,15380
2009-06-01T00:00:00Z,15451
2009-06-02T00:00:00Z,15562
2009-06-03T00:00:00Z,15633
2009-06-04T00:00:00Z,15699
2009-06-05T00:00:00Z,15729
2009-06-06T00:00:00Z,15757
2009-06-07T00:00:00Z,15773
2009-06-08T00:00:00Z,15855
2009-06-09T00:00:00Z,15946
2009-06-10T00:00:00Z,16028
2009-06-11T00:00:00Z,16117
2009-06-12T00:00:00Z,16203
2009-06-13T00:00:00Z,16281
2009-06-14T00:00:00Z,16353
2009-06-15T00:00:00Z,16437
2009-06-16T00:00:00Z,16508
2009-06-17T00:00:00Z,16587
2009-06-18T00:00:00Z,16667
2009-06-19T00:00:00Z,16754
2009-06-20T00:00:00Z,16832
2009-06-21T00:00:00Z,16913
2009-06-22T00:00:00Z,16929
2009-06-23T00:00:00Z,17005
2009-06-24T00:00:00Z,17099
2009-06-25T00:00:00Z,17147
2009-06-26T00:00:00Z,17237
2009-06-27T00:00:00Z,17321
2009-06-28T00:00:00Z,17368
2009-06-29T00:00:00Z,17452
2009-06-30T00:00:00Z,17534
2009-07-01T00:00:00Z,17606
2009-07-02T00:00:00Z,17690
2009-07-03T00:00:00Z,17772
2009-07-04T00:00:00Z,17861
2009-07-05T00:00:00Z,17940
2009-07-06T00:00:00Z,18024
2009-07-07T00:00:00Z,18093
2009-07-08T00:00:00Z,18167
2009-07-09T00:00:00Z,18253
2009-07-10T00:00:00Z,18334
2009-07-11T00:00:00Z,18417
2009-07-12T00:00:00Z,18494
2009-07-13T00:00:00Z,18572
2009-07-14T00:00:00Z,18641
2009-07-15T00:00:00Z,18686
2009-07-16T00:00:00Z,18757
2009-07-17T00:00:00Z,18804
2009-07-18T00:00:00Z,18808
2009-07-19T00:00:00Z,18878
2009-07-20T00:00:00Z,18828
2009-07-21T00:00:00Z,18910
2009-07-22T00:00:00Z,18970
2009-07-23T00:00:00Z,19046
2009-07-24T00:00:00Z,19119
2009-07-25T00:00:00Z,19151
2009-07-26T00:00:00Z,19172
2009-07-27T00:00:00Z,19246
2009-07-28T00:00:00Z,19287
2009-07-29T00:00:00Z,19305
2009-07-30T00:00:00Z,19321
2009-07-31T00:00:00Z,19338
2009-08-01T00:00:00Z,19366
2009-08-02T00:00:00Z,19389
2009-08-03T00:00:00Z,19401
2009-08-04T00:00:00Z,19482
2009-08-05T00:00:00Z,19569
2009-08-06T00:00:00Z,19659
2009-08-07T00:00:00Z,19629
2009-08-08T00:00:00Z,19709
2009-08-09T00:00:00Z,19810
2009-08-10T00:00:00Z,19885
2009-08-11T00:00:00Z,19955
2009-08-12T00:00:00Z,20018
2009-08-13T00:00:00Z,20103
2009-08-14T00:00:00Z,20166
2009-08-15T00:00:00Z,20192
2009-08-16T00:00:00Z,20211
2009-08-17T00:00:00Z,20228
2009-08-18T00:00:00Z,20238
2009-08-19T00:00:00Z,20256
2009-08-20T00:00:00Z,20278
2009-08-21T00:00:00Z,20292
2009-08-22T00:00:00Z,20299
2009-08-23T00:00:00Z,20314
2009-08-24T00:00:00Z,20329
2009-08-25T00:00:00Z,20379
2009-08-26T00:00:00Z,20382
2009-08-27T00:00:00Z,20411
2009-08-28T00:00:00Z,20486
2009-08-29T00:00:00Z,20564
2009-08-30T00:00:00Z,20661
2009-08-31T00:00:00Z,20741
2009-09-01T00:00:00Z,20819
2009-09-02T00:00:00Z,20885
2009-09-03T00:00:00Z,20932
2009-09-04T00:00:00Z,20996
2009-09-05T00:00:00Z,21072
2009-09-06T00:00:00Z,21140
2009-09-07T00:00:00Z,21205
2009-09-08T00:00:00Z,21274
2009-09-09T00:00:00Z,21328
2009-09-10T00:00:00Z,21395
2009-09-11T00:00:00Z,21462
2009-09-12T00:00:00Z,21531
2009-09-13T00:00:00Z,21606
2009-09-14T00:00:00Z,21680
2009-09-15T00:00:00Z,21724
2009-09-16T00:00:00Z,21795
2009-09-17T00:00:00Z,21779
2009-09-18T00:00:00Z,21857
2009-09-19T00:00:00Z,21931
2009-09-20T00:00:00Z,22009
2009-09-21T00:00:00Z,22070
2009-09-22T00:00:00Z,22055
2009-09-23T00:00:00Z,22091
2009-09-24T00:00:00Z,22188
2009-09-25T00:00:00Z,22253
2009-09-26T00:00:00Z,22353
2009-09-27T00:00:00Z,22424
2009-09-28T00:00:00Z,22509
2009-09-29T00:00:00Z,22554
2009-09-30T00:00:00Z,22639
2009-10-01T00:00:00Z,22721
2009-10-02T00:00:00Z,22783
2009-10-03T00:00:00Z,22841
2009-10-04T00:00:00Z,22894
2009-10-05T00:00:00Z,22949
2009-10-06T00:00:00Z,22979
2009-10-07T00:00:00Z,23039
2009-10-08T00:00:00Z,23109
2009-10-09T00:00:00Z,23188
2009-10-10T00:00:00Z,23265
2009-10-11T00:00:00Z,23339
2009-10-12T00:00:00Z,23325
2009-10-13T00:00:00Z,23382
2009-10-14T00:00:00Z,23451
2009-10-15T00:00:00Z,23522
2009-10-16T00:00:00Z,23503
2009-10-17T00:00:00Z,23560
2009-10-18T00:00:00Z,23627
2009-10-19T00:00:00Z,23739
2009-10-20T00:00:00Z,23734
2009-10-21T00:00:00Z,23796
2009-10-22T00:00:00Z,23848
2009-10-23T00:00:00Z,23937
2009-10-24T00:00:00Z,23993
2009-10-25T00:00:00Z,24069
2009-10-26T00:00:00Z,24140
2009-10-27T00:00:00Z,24189
2009-10-28T00:00:00Z,24255
2009-10-29T00:00:00Z,24260
2009-10-30T00:00:00Z,24320
2009-10-31T00:00:00Z,24366
2009-11-01T00:00:00Z,24391
2009-11-02T00:00:00Z,24424
2009-11-03T00:00:00Z,24486
2009-11-04T00:00:00Z,24509
2009-11-05T00:00:00Z,24566
2009-11-06T00:00:00Z,24628
2009-11-07T00:00:00Z,24697
2009-11-08T00:00:00Z,24770
2009-11-09T00:00:00Z,24834
2009-11-10T00:00:00Z,24912
2009-11-11T00:00:00Z,24926
2009-11-12T00:00:00Z,24992
2009-11-13T00:00:00Z,25062
2009-11-14T00:00:00Z,25141
2009-11-15T00:00:00Z,25237
2009-11-16T00:00:00Z,25334
2009-11-17T00:00:00Z,25426
2009-11-18T00:00:00Z,25505
2009-11-19T00:00:00Z,25495
2009-11-20T00:00:00Z,25581
2009-11-21T00:00:00Z,25654
2009-11-22T00:00:00Z,25760
2009-11-23T00:00:00Z,25856
2009-11-24T00:00:00Z,25949
2009-11-25T00:00:00Z,26039
2009-11-26T00:00:00Z,26123
2009-11-27T00:00:00Z,26197
2009-11-28T00:00:00Z,26268
2009-11-29T00:00:00Z,26328
2009-11-30T00:00:00Z,26403
2009-12-01T00:00:00Z,26314
2009-12-02T00:00:00Z,26408
2009-12-03T00:00:00Z,26496
2009-12-04T00:00:00Z,26532
2009-12-05T00:00:00Z,26580
2009-12-06T00:00:00Z,26682
2009-12-07T00:00:00Z,26794
2009-12-08T00:00:00Z,26869
2009-12-09T00:00:00Z,26961
2009-12-10T00:00:00Z,27065
2009-12-11T00:00:00Z,27177
2009-12-12T00:00:00Z,27221
2009-12-13T00:00:00Z,27335
2009-12-14T00:00:00Z,27111
2009-12-15T00:00:00Z,27217
2009-12-16T00:00:00Z,27337
2009-12-17T00:00:00Z,27505
2009-12-18T00:00:00Z,27730
2009-12-19T00:00:00Z,27927
2009-12-20T00:00:00Z,28102
2009-12-21T00:00:00Z,28277
2009-12-22T00:00:00Z,28439
2009-12-23T00:00:00Z,28593
2009-12-24T00:00:00Z,28747
2009-12-25T00:00:00Z,28897
2009-12-26T00:00:00Z,29071
2009-12-27T00:00:00Z,29234
2009-12-28T00:00:00Z,29371
2009-12-29T00:00:00Z,29542
2009-12-30T00:00:00Z,29683
2009-12-31T00:00:00Z,29821
2010-01-01T00:00:00Z,29953
2010-01-02T00:00:00Z,30079
2010-01-03T00:00:00Z,30265
2010-01-04T00:00:00Z,30366
2010-01-05T00:00:00Z,30564
